Word		Original_root		Predicted_root
को		को		को
गिराए		गिरा		गिरा
जाने		जा		जा
के		के		का
विरोध		विरोध		विरोध
में		में		में
थी		था		था
।		।		।
आयोग		आयोग		आयोग
के		के		का
समक्ष		समक्ष		समक्ष
पेश		पेश		पेश
उत्तर		उत्तर		उत्तर
प्रदेश		प्रदेश		प्रदेश
के		का		का
पूर्व		पूर्व		पूर्व
मुख्यमंत्री		मुख्यमंत्री		मु््यमंत्री
कल्याण		कल्याण		कल्याण
सिंह		सिंह		सिंह
ने		ने		ने
कहा		कह		कह
कि		कि		कि
६		६		१
दिसंबर		दिसंबर		दिसंबर
,		COMMA		UUUUUUUUUUUUUU
१९९२		१९९२		११११
को		को		को
अयोध्या		अयोध्या		अयोध्या
में		में		में
विवादित		विवादित		विवादित
ढाँचे		ढाँचा		छाचचा
के		का		का
विध्वंस		विध्वंस		विध्वंस
में		में		में
उनकी		वह		वह
कोई		कोई		कोई
भूमिका		भूमिका		भूमिका
नहीं		नहीं		नहीं
थी		था		था
।		।		।
उन्होंने		वह		वह
कहा		कह		कह
कि		कि		कि
