Word		Original_feature		Predicted_feature
ریاستی		adj		adj
حج		n		n
کمیٹی		n		n
کو		psp		psp
کوٹہ		n		n
مختص		adj		adj
کرنے		v		v
کا		psp		psp
کوئی		pn		pn
اختیار		n		n
نہیں		avy		avy
ہے		v		v
اور		avy		avy
نہ		avy		avy
ہی		avy		avy
ریاستی		adj		adj
حج		n		n
کمیٹی		n		n
اس		pn		pn
طرح		n		n
کی		psp		psp
کوئی		pn		pn
تجویز		n		n
رکھتی		v		v
ہے		v		v
اور		avy		avy
جو		pn		pn
اجلاس		n		n
طلب		n		n
کیا		v		v
گیا		v		v
تھا		v		v
،		punc		punc
اس		pn		pn
کا		psp		psp
حج		n		n
کمیٹی		n		n
سے		psp		psp
کوئی		pn		pn
تعلق		n		n
نہیں		avy		avy
ہے		v		v
۔		punc		punc
ریاستی		adj		adj
حج		n		n
کمیٹی		n		n
،		punc		punc
سنٹرل		n		n
حج		n		n
کمیٹی		n		n
کے		psp		psp
رہنمایانہ		adj		adj
خطوط		n		n
پر		psp		psp
کام		n		n
کرتی		v		v
ہے		v		v
۔		punc		punc
جب		pn		pn
سنٹرل		n		n
حج		n		n
کمیٹی		n		n
مےں		psp		psp
اس		pn		pn
طرح		n		n
کی		psp		psp
کوئی		pn		pn
تجویز		n		n
نہیں		avy		avy
ہے		v		v
تو		avy		avy
ریاستی		adj		adj
حج		n		n
کمیٹی		n		n
اس		pn		pn
پر		psp		psp
کس		pn		pn
طرح		n		n
غور		n		n
کر		v		v
سکتی		v		v
ہے		v		v
۔		punc		punc
سکریٹری		n		n
پردیش		n		n
کانگریس		n		n
کمیٹی		n		n
نے		psp		psp
بتایا		v		v
کہ		avy		avy
ہر		avy		adj
مسلمان		n		n
خواہ		adv		adj
وہ		pn		pn
کسی		pn		pn
بھی		avy		avy
فرقہ		n		n
کا		psp		psp
ماننے		v		v
والا		psp		psp
ہو		v		v
،		punc		punc
ادائیگی		n		n
حج		n		n
کے		psp		psp
لئے		psp		psp
درخواست		n		n
فارم		n		adj
داخل		n		n
کر		v		v
سکتا		v		v
ہے		v		v
۔		punc		punc
اگر		avy		avy
وہ		pn		pn
خوش_نصیب		adj		adj
ہے		v		v
تو		avy		avy
قرعہ_اندازی		n		n
مےں		psp		psp
اس		pn		pn
کے		psp		psp
انتخاب		n		n
پر		psp		psp
ماضی		n		n
مےں		psp		psp
کسی		pn		pn
نے		psp		psp
اعتراض		n		n
نہیں		avy		avy
کیا		v		v
اور		avy		avy
نہ		avy		avy
ہی		avy		avy
مستقبل		n		n
مےں		psp		psp
ایسا		pn		pn
ہوگا		v		v
،		punc		punc
لیکن		avy		avy
مسلک		n		n
کی		psp		psp
بنیاد		n		n
پر		psp		psp
انتخاب		n		n
کو		psp		psp
ہرگز		avy		adv
قبول		adj		adj
نہیں		avy		avy
کیا		v		v
جائےگا		v		v
۔		punc		punc
گائیڈنس		n		n
سنٹر		n		n
فار		n		n
پیس		n		n
(		punc		punc
جی		n		n
سی		n		n
پی		n		n
)		punc		punc
کی		psp		psp
جانب		nst		nst
سے		psp		psp
3		num		num
روزہ		adj		adj
سیرت		n		n
کورس		n		n
کا		psp		psp
پروگرام		n		n
2		n		num
تا		psp		psp
4		n		n
مئی		n		n
کو		psp		psp
صبح		n		n
11		num		num
تا		psp		psp
3		num		num
بجے		n		n
دن		n		n
اردو		n		n
گھر		n		n
مغل_پورہ		n		adj
مقرر		adj		adj
ہے		v		v
۔		punc		punc
تفصیلات		n		n
کے		psp		psp
لیے		psp		psp
جی		n		n
سی		n		n
پی		n		n
آفس		n		n
واقع		adj		adj
فرسٹ		n		n
فلور		n		n
اردو		n		n
گھر		n		n
سے		psp		psp
راست		adj		adj
یا		avy		avy
فون		n		n
نمبرات		n		n
8801975347		num		num
NULL		unk		unk
,		punc		punc
9849758154		num		n
پر		psp		psp
ربط		n		n
کریں		v		v
۔		punc		punc
کودانڈارام		n		n
نے		psp		psp
مزید		adv		adv
کہا		v		v
کہ		avy		avy
اپوزیشن		n		adj
قائدین		n		n
نے		psp		psp
تلنگانہ		n		n
کے		psp		psp
متعلق		adj		adj
مرکزی		adj		adj
اور		avy		avy
ریاستی		adj		adj
حکومتوں		n		n
کے		psp		psp
افسوس_ناک		adj		adj
رویہ		n		n
پر		psp		psp
برہمی		n		n
کا		psp		psp
اظہار		n		n
کرتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
سری		n		n
کرشنا		n		n
کمیٹی		n		n
کی		psp		psp
رپورٹ		n		n
کا		psp		psp
چیاپٹر		n		n
VIII		UNK		n
دستور		n		n
کے		psp		psp
خلاف		adj		adj
ہونے		v		v
کے		psp		psp
باوجود		psp		psp
مرکزی		adj		adj
حکومت		n		n
کمیٹی		n		n
کی		psp		psp
رپورٹ		n		n
کو		psp		psp
نہ		avy		avy
صرف		avy		avy
قبول		adj		adj
کر		v		v
رہی		v		v
ہے		v		v
بلکہ		avy		avy
کمیٹی		n		n
کی		psp		psp
سفارشات		n		n
پر		psp		psp
عمل_آواری		n		n
کرتے		v		v
ہوئے		v		v
تلنگانہ		n		n
تحریک		n		n
کو		psp		psp
متاثر		adj		adj
کرنے		v		v
کا		psp		psp
کام		n		n
بھی		avy		avy
کر		v		v
رہی		v		v
ہے		v		v
مذکورہ		adj		adj
بالا		nst		n
سیاسی		adj		adj
جماعتوں		n		n
کے		psp		psp
قائدین		n		n
نے		psp		psp
جے		n		n
اے		n		n
سی		n		n
کے		psp		psp
وفد		n		n
کو		psp		psp
ہر		avy		adj
ممکن		adj		adj
تعاون		n		n
کا		psp		psp
تیقن		n		n
دیا		v		v
اور		avy		avy
کہا		v		v
کہ		avy		avy
وہ		pn		pn
علیحدہ		adj		adj
ریاست		n		n
تلنگانہ		n		n
کے		psp		psp
قیام		n		n
کے		psp		psp
لئے		psp		psp
تلنگانہ		n		n
کی		psp		psp
عوام		n		n
کے		psp		psp
ساتھ		nst		nst
ہےں		v		v
۔		punc		punc
کودانڈارام		n		n
نے		psp		psp
مزید		adv		adv
کہا		v		v
کہ		avy		avy
اپوزیشن		n		adj
قائدین		n		n
نے		psp		psp
تلنگانہ		n		n
کے		psp		psp
متعلق		adj		adj
مرکزی		adj		adj
اور		avy		avy
ریاستی		adj		adj
حکومتوں		n		n
کے		psp		psp
افسوس_ناک		adj		adj
رویہ		n		n
پر		psp		psp
برہمی		n		n
کا		psp		psp
اظہار		n		n
کرتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
سری		n		n
کرشنا		n		n
کمیٹی		n		n
کی		psp		psp
رپورٹ		n		n
کا		psp		psp
چیاپٹر		n		n
VIII		UNK		n
دستور		n		n
کے		psp		psp
خلاف		adj		adj
ہونے		v		v
کے		psp		psp
باوجود		psp		psp
مرکزی		adj		adj
حکومت		n		n
کمیٹی		n		n
کی		psp		psp
رپورٹ		n		n
کو		psp		psp
نہ		avy		avy
صرف		avy		avy
قبول		adj		adj
کر		v		v
رہی		v		v
ہے		v		v
بلکہ		avy		avy
کمیٹی		n		n
کی		psp		psp
سفارشات		n		n
پر		psp		psp
عمل_آواری		n		n
کرتے		v		v
ہوئے		v		v
تلنگانہ		n		n
تحریک		n		n
کو		psp		psp
متاثر		adj		adj
کرنے		v		v
کا		psp		psp
کام		n		n
بھی		avy		avy
کر		v		v
رہی		v		v
ہے		v		v
مذکورہ		adj		adj
بالا		nst		n
سیاسی		adj		adj
جماعتوں		n		n
کے		psp		psp
قائدین		n		n
نے		psp		psp
جے		n		n
اے		n		n
سی		n		n
کے		psp		psp
وفد		n		n
کو		psp		psp
ہر		avy		adj
ممکن		adj		adj
تعاون		n		n
کا		psp		psp
تیقن		n		n
دیا		v		v
اور		avy		avy
کہا		v		v
کہ		avy		avy
وہ		pn		pn
علیحدہ		adj		adj
ریاست		n		n
تلنگانہ		n		n
کے		psp		psp
قیام		n		n
کے		psp		psp
لئے		psp		psp
تلنگانہ		n		n
کی		psp		psp
عوام		n		n
کے		psp		psp
ساتھ		nst		nst
ہےں		v		v
۔		punc		punc
کودانڈارام		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
نئی		n		adj
دہلی		n		n
مےں		psp		psp
مختلف		adj		adj
شعبہ_حیات		n		n
سے		psp		psp
تعلق		n		n
رکھنے		v		v
والی		psp		psp
موافق		adj		adj
تلنگانہ		n		n
تنظیمیں		n		n
اور		avy		avy
جماعتیں		n		n
علیحدہ		adj		adj
ریاست		n		n
تلنگانہ		n		n
کی		psp		psp
جدوجہد		n		n
جاری		adj		adj
رکھے		v		v
ہوئے		v		v
ہےں		v		v
۔		punc		punc
سنٹرل		n		n
جے		n		n
اے		n		n
سی		n		n
کی		psp		psp
جانب		nst		nst
سے		psp		psp
نئی		n		adj
دہلی		UNK		n
مےں		psp		psp
اُن		pn		pn
تمام		avy		avy
علیحدہ		adj		adj
تنظیموں		n		n
کو		psp		psp
متحد		adj		adj
کر		v		v
کے		v		v
اےک		num		num
جے		n		n
اے		n		n
سی		n		n
کا		psp		psp
قیام		UNK		n
بھی		avy		avy
عمل		n		n
مےں		psp		psp
لایا		v		v
گیا		v		v
ہے		v		v
۔		punc		punc
کودانڈارام		n		n
نے		psp		psp
کہا		v		v
کہ		avy		avy
مرکزی		adj		adj
حکومت		n		n
متنازعہ		adj		adj
باب		n		n
کو		psp		psp
عوام		n		n
کے		psp		psp
سامنے		nst		nst
پیش		nst		nst
کرنے		v		v
مےں		psp		psp
تساہل		n		n
سے		psp		psp
کام		n		n
لے		v		v
رہی		v		v
ہے		v		v
NULL		unk		unk
اس		pn		pn
کے		psp		psp
برخلاف		adj		adj
مرکزی		adj		adj
حکومت		n		n
نے		psp		psp
سری		n		n
کرشنا		n		n
کمیٹی		n		n
کی		psp		psp
رپورٹ		n		n
کے		psp		psp
چیاپٹر		n		n
VIII		UNK		n
کے		psp		psp
متعلق		adj		adj
ہائی		n		n
کورٹ		n		n
آندھراپردیش		n		n
کے		psp		psp
سخت		adj		adj
ریمارکس		n		n
کو		psp		psp
خارج		n		adj
کرنے		v		v
کا		psp		psp
مطالبہ		n		n
کرتے		v		v
ہوئے		v		v
سپریم		n		n
کورٹ		n		n
کی		psp		psp
ڈیوثرن		n		adj
بنچ		n		n
پر		psp		psp
اپیل		n		n
دائر		adj		n
کی		v		v
ہے		v		v
جو		pn		pn
تلنگانہ		n		n
مسئلہ		n		n
پر		psp		psp
مرکزی		adj		adj
حکومت		n		n
کی		psp		psp
بدیانتی		n		n
کا		psp		psp
واضح		adj		adj
ثبوت		n		n
ہے		v		v
اور		avy		avy
مرکزی		adj		adj
اور		avy		avy
ریاستی		adj		adj
حکومتوں		n		n
سے		psp		psp
مخالف		adj		adj
تلنگانہ		n		n
رویہ		n		n
کے		psp		psp
سبب		n		n
تلنگانہ		n		n
کی		psp		psp
چار		num		num
کروڑ		num		num
عوام		n		n
کے		psp		psp
دلوں		n		n
مےں		psp		psp
مرکزی		adj		adj
اور		avy		avy
ریاستی		adj		adj
حکومتوں		n		n
کے		psp		psp
خلاف		adj		adj
غم		n		n
و		avy		avy
غصہ		n		n
بڑھتا		v		v
جا		v		v
رہا		v		v
ہے		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
مزید		adv		adv
کہا		v		v
کہ		avy		avy
تلنگانہ		n		n
جوائنٹ		n		n
ایکشن		n		n
کمیٹی		n		n
حکومتوں		n		n
کے		psp		psp
مخالف		adj		adj
تلنگانہ		n		n
رویہ		n		n
کے		psp		psp
خلاف		adj		adj
اپنے		pn		pn
احتجاج		n		n
مےں		psp		psp
شدت		n		n
پیدا		adj		adj
کرنے		v		v
کا		psp		psp
لائحہ_عمل		n		n
تیار		adj		adj
کر		v		v
رہی		v		v
ہے		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
تلنگانہ		n		n
سنٹرل		n		n
جوائنٹ		n		n
ایکشن		n		n
کمیٹی		n		n
اور		avy		avy
اسٹیرنگ		n		n
کمیٹی		n		n
کا		psp		psp
مرکزی		adj		adj
اجلاس		n		n
5		n		n
مئی		n		n
کو		psp		psp
منعقد		adj		adj
ہونے		v		v
جا		v		v
رہا		v		v
ہے		v		v
NULL		unk		unk
جس		pn		pn
کے		psp		psp
بعد		nst		nst
جے		n		n
اے		n		n
سی		n		n
اپنے		pn		pn
احتجاجی		adj		adj
پروگراموں		n		n
کا		psp		psp
اعلان		n		n
کرےگی		v		v
۔		punc		punc
اس		pn		pn
موقع		n		n
پر		psp		psp
کودانڈارام		n		n
نے		psp		psp
ایس		n		n
آئی		n		n
تقرر		n		n
پر		psp		psp
فوری		adj		adj
امتناع		n		n
عائد		adj		adj
کرنے		v		v
کا		psp		psp
مطالبہ		n		n
کرتے		v		v
ہوئے		v		v
کہا		v		v
کہ		avy		avy
پریسڈنشیل		n		n
آرڈر		n		n
کے		psp		psp
تحت		nst		psp
14f		n		n
کو		psp		psp
منسوخ		adj		adj
کیا		v		v
جائے		v		v
اور		avy		avy
ایس		n		n
آئی		n		n
پوسٹوں		n		n
پر		psp		psp
تقرر		n		n
کو		psp		psp
روک		v		v
دیا		v		v
جائے		v		v
NULL		unk		unk
انھوں		pn		pn
نے		psp		psp
ایس		n		n
آئی		n		n
پوسٹوں		n		n
پر		psp		psp
دستور		n		n
کے		psp		psp
خلاف		adj		adj
تقرر		n		n
پر		psp		psp
سخت		adj		adj
انتباہ		n		n
دیتے		v		v
ہوئے		v		v
شدید		adj		adj
احتجاج		n		n
کی		psp		psp
دھمکی		n		n
بھی		avy		avy
دی		v		v
۔		punc		punc
اس		pn		pn
موقع		n		n
پر		psp		psp
جے		n		n
اے		n		n
سی		n		n
کے		psp		psp
دیگر		adj		adj
قائدین		n		n
وینکٹ		n		n
سوامی		n		n
،		punc		punc
سرینواس		n		n
گوڑ		n		n
،		punc		punc
NULL		unk		unk
دیوی		n		n
پرساد		n		n
بھی		avy		avy
موجود		adj		adj
تھے		v		v
۔		punc		punc
اسکولی		adj		adj
بچوں		n		n
مےں		psp		psp
میاتھمیٹکس		n		n
سے		psp		psp
متعلق		adj		adj
پائے		v		v
جانے		v		v
والے		psp		psp
اےک		num		num
طرح		n		n
کے		psp		psp
خوف		n		pn
کو		psp		psp
دور		adj		adj
کرنے		v		v
کے		psp		psp
لیے		psp		psp
نسچل		n		n
اسمارٹ		n		n
لرننگ		n		n
سلیوشنس		n		n
اور		avy		avy
نسچل		n		n
فاونڈیشن		n		n
کی		psp		psp
جانب		nst		nst
سے		psp		psp
مشترکہ		adj		adj
طور		n		n
پر		psp		psp
دونوں		num		num
شہروں		n		n
حیدرآباد		n		n
اور		avy		avy
سکندرآباد		n		n
کے		psp		psp
اسکولی		adj		adj
طلبہ		n		n
کے		psp		psp
لیے		psp		psp
میاتھس		n		n
سمر		n		n
کیمپ		n		n
کا		psp		psp
2		n		num
تا		psp		avy
28		n		n
مئی		n		n
اہتمام		n		n
کر		v		v
رہا		v		v
ہے		v		v
۔		punc		punc
ماسٹر		n		n
نسچل		n		n
نارائنم		n		n
نے		psp		psp
بتایا		v		v
کہ		avy		avy
تھرڈ		n		n
تا		psp		psp
چھ		n		num
کلاس		n		n
طلبہ		n		n
کے		psp		psp
لیے		psp		psp
یہ		pn		pn
کیمپ		n		n
ہے		v		v
جس		pn		pn
مےں		psp		psp
پرائمری		adj		adj
طلبہ		n		n
کے		psp		psp
لیے		psp		psp
اوقات		n		n
صبح		n		n
6		num		num
تا		psp		psp
8		num		num
اور		avy		avy
2		num		num
تا		psp		avy
4		num		num
بجے		n		n
شام		n		n
NULL		unk		unk
،		punc		punc
اپرپرائمری		n		n
کے		psp		psp
لیے		psp		psp
صبح		n		n
8-30		num		num
تا		psp		psp
10-30		num		num
بجے		n		n
دن		n		n
اور		avy		avy
شام		n		n
4-30		num		num
تا		psp		avy
6-30		num		num
بجے		n		n
NULL		unk		unk
اور		avy		avy
سکنڈری		n		n
کے		psp		psp
لیے		psp		psp
اوقات		n		n
11		num		num
تا		psp		psp
1		num		n
بجے		n		n
دن		n		n
اور		avy		avy
شام		n		n
7		num		num
تا		psp		avy
9		num		num
بجے		n		n
شب		n		n
ہوں_گے		v		v
۔		punc		punc
رجسٹریشن		n		n
چارجس		n		n
1000		num		num
روپئے		n		n
ہوں_گے		v		v
۔		punc		punc
ہر		avy		adj
کلاس		n		n
25		num		num
طلبہ		n		n
تک		psp		psp
محدود		adj		adj
ہوگی		v		v
۔		punc		punc
دونوں		num		num
شہروں		n		n
مےں		psp		psp
یہ		pn		pn
کیمپ		n		n
عطا		n		n
پور		n		n
،		punc		punc
اے		n		n
ایس		n		n
را		n		n
نگر		n		n
،		punc		punc
بنجارہ		n		n
ہلز		n		n
،		punc		punc
بیگم		n		n
پیٹ		n		n
،		punc		punc
بوئن		n		n
پلی		n		n
،		punc		punc
خیریت		n		n
آباد		n		n
،		punc		punc
کوٹھی		n		n
،		punc		punc
کوکٹ		n		n
پلی		n		n
،		punc		punc
مادھا		n		n
پور		n		n
،		punc		punc
میاں		n		n
پور		n		n
،		punc		punc
نارائن		n		n
گوڑہ		n		n
،		punc		punc
نلہ		n		n
کنٹہ		n		n
،		punc		punc
سکندرآباد		n		n
،		punc		punc
ایس		n		n
آر		n		n
نگر		n		n
،		punc		punc
حبشی		n		n
گوڑہ		n		n
،		punc		punc
دلسکھ		n		n
نگر		n		n
،		punc		punc
اپل		n		n
،		punc		punc
گچی		n		n
باولی		n		n
،		punc		punc
چارمینار		n		n
اور		avy		avy
چینتل		n		n
مےں		psp		psp
منعقد		adj		adj
ہوگا		v		v
۔		punc		punc
کووا		n		pn
کیریئر		n		n
گائیڈنس		n		n
کونسل		n		n
اور		avy		avy
بی		n		n
وائی		n		n
ایس		n		n
ٹی		n		n
کے		psp		psp
اشتراک		n		n
سے		psp		psp
خودروزگار		n		n
کے		psp		psp
متلاشی		adj		adj
نوجوانوں		n		n
کو		psp		psp
ان		pn		pn
کی		psp		psp
صنعت		n		n
شروع		n		n
کرنے		v		v
اور		avy		avy
بینک		n		n
سے		psp		psp
قرض		n		n
حاصل		n		n
کر		v		v
کے		v		psp
صنعت		n		n
کو		psp		psp
فروغ		n		n
دینے		v		v
سے		psp		psp
متعلق		adj		adj
معلومات		n		n
دینے		v		v
کے		psp		psp
لئے		psp		psp
اےک		num		num
شعور		n		n
بیداری		adj		n
پروگرام		n		n
بروز		psp		adv
اتوار		n		n
یکم		n		n
مئی		n		n
کو		psp		psp
گیارہ		num		adj
بجے		n		n
دن		n		n
اردو		n		n
گھر		n		n
مغلپورہ		n		n
پر		psp		psp
منعقد		adj		adj
کیا		v		v
ہے		v		v
۔		punc		punc
18		num		num
تا		psp		psp
35		num		num
سال		n		n
کی		psp		psp
عمر		n		n
کے		psp		psp
نوجوان		n		adj
جو		pn		pn
تجارت		n		n
مےں		psp		psp
دلچسپی		n		n
اور		avy		avy
تجربہ		n		n
رکھتے		v		v
ہوں		v		v
اور		avy		avy
جو		pn		pn
دستکاری		adj		adj
مصنوعات		n		n
اور		avy		avy
صنعتی		adj		adj
پیداوار		n		n
کے		psp		psp
پیشہ		n		n
مےں		psp		psp
مصروف		adj		adj
ہوں		v		v
یا		avy		avy
ایسے		pn		pn
کسی		pn		pn
پیشہ		n		n
کو		psp		psp
روزگار		n		n
کا		psp		psp
ذریعہ		n		n
بنانا		v		v
چاہتے		v		v
ہوں		v		v
،		punc		punc
ان		pn		pn
کی		psp		psp
مکمل		adj		adj
رہبری		n		n
کی		v		v
جائےگی		v		v
۔		punc		punc
مزید		adj		adj
تفصیلات		n		n
کے		psp		psp
لئے		psp		psp
فون		n		n
نمبر		n		n
27765774		num		n
پر		psp		psp
ربط		n		n
کریں		v		v
۔		punc		punc
جس		pn		pn
نے		psp		psp
نفسی		adj		adj
خواہشات		n		n
مےں		psp		psp
مبتلا		adj		adj
NULL		unk		unk
اور		avy		avy
نفس		n		n
کا		psp		psp
غلام		adj		n
ہوا		v		v
،		punc		punc
اس		pn		pn
نے		psp		psp
دین		n		n
سے		psp		psp
دوری		n		n
اختیار		n		n
کی		v		v
۔		punc		punc
حقیقی		adj		adj
مسلمان		n		n
،		punc		punc
مجاہد		adj		n
وہ		pn		pn
ہے		v		v
جو		pn		pn
اپنے		pn		pn
نفس		n		n
پر		psp		psp
کنٹرول		n		n
و		avy		avy
قابو		n		adj
رکھا		v		v
۔		punc		punc
ان		pn		pn
خیالات		n		n
کا		psp		psp
اظہار		n		n
مولانا		n		n
محمد		n		n
یوسف		n		n
پیرزادہ		n		n
نے		psp		psp
آج		n		n
یونیورسل		n		n
ایجوکیشن		n		n
اینڈ		n		n
ویلفیر		n		n
سوسائٹی		n		n
کے		psp		psp
زیر		nst		nst
اہتمام		n		n
محمود		n		n
گلشن		n		n
فنکشن		n		n
ہال		n		n
(		punc		punc
بہادرپورہ		n		n
)		punc		punc
مےں		psp		psp
منعقدہ		adj		adj
جلسہ		n		n
بعنوان		n		adj
''		punc		punc
اِصلاح		n		n
معاشرہ		n		n
''		punc		punc
سے		psp		psp
اپنے		pn		pn
خطاب		n		n
کے		psp		psp
دوران		nst		nst
کیا		v		v
۔		punc		punc
انھوں		pn		pn
نے		psp		psp
کہا		v		v
کہ		avy		avy
اللہ		n		n
تبارک		n		n
و		n		avy
تعالیٰ		n		adj
